Player,Pos'n,Age,Qual    Offer,Old    Club,New Club,Years,Guarantee,Term,Option,Opt Out,AAV,Player Agent,Club Owner,Baseball Ops      head / club GM,Details
"Pendleton, Terry",3b,36,Type A,ATL,CIN,1,"$350,000 ",1997,,,"$350,000",Bronner/Gilhooley,Marge Schott,Jim Bowden,
"Jones, Doug",rhp,40,Type A,MIL,MIL,1,"$300,000 ",1997,,,"$300,000",,Bud Selig,Sal Bando,
"Ripken, Bill",inf,32,,BAL,TEX,1,"$275,000 ",1997,,,"$275,000",Ron Shapiro,TSchieffer / ERose,Doug Melvin,
"Belliard, Rafael",ss,35,,ATL,ATL,1,"$250,000 ",1997,,,"$250,000",,Time Warner,John Schuerholz,
"Devereaux, Mike",of,34,Type B,BAL,TEX,1,"$250,000 ",1997,,,"$250,000",,TSchieffer / ERose,Doug Melvin,
"Aldrete, Mike",of,36,,NYA,TOR,0,$1 ,1997,,,,,Interbrew SA,Gord Ash,"$275,000 in majors"
"Anthony, Eric",of,29,Type C,CIN,MIN,0,$1 ,1997,,,,,Carl Pohlad,Terry Ryan,"$525,000 in majors"
"Borders, Pat",c,34,,CHA,CLE,0,$1 ,1997,,,,Joe Maenza,Richard Jacobs,John Hart,"$400,000 in majors"
"Clark, Dave",of,34,Type B,LAN,CHN,0,$1 ,1997,,,,,Tribune Co.,Ed Lynch,"$300,000 in majors"
"Corsi, Jim",rhp,35,Type A,OAK,BOS,0,$1 ,1997,,,,,JRY Trust,Dan Duquette,"$350,000 in majors"
"Darwin, Danny",rhp,41,,HOU,CHA,0,$1 ,1997,,,,Hendricks Sports,Jerry Reinsdorf,Ron Schueler,"$275,000 in majors"
"Freeman, Marvin",rhp,34,,CHA,TOR,0,$1 ,1997,,,,,,,"$275,000 in majors"
"Gallego, Mike",ss,36,,SLN,SLN,0,$1 ,1997,,,,Bronner/Gilhooley,Bill DeWitt Jr.,Walt Jocketty,
"Gonzales, Rene",3b,36,,TEX,SDN,0,$1 ,1997,,,,Dennis Gilbert,John Moores,Kevin Towers,"$225,000 in majors"
"Howell, Jack",3b,35,,ANA,ANA,0,$1 ,1997,,,,Bronner/Gilhooley,Gene Autry,Bill Bavasi,"$400,000 in majors"
"Magadan, Dave",inf,34,Type B,CHN,OAK,0,$1 ,1997,,,,,Schott / Hofmann,Sandy Alderson,"$250,000 in majors"
"Martinez, Dennis",rhp,43,Type A,CLE,SEA,0,$1 ,1997,,,,Ron Shapiro,Nintendo/America,Woody Woodward,"$250,000 im majors"
"Mayne, Brent",c,29,Type C,NYN,SEA,0,$1 ,1997,,,,Meister Sports,Nintendo/America,Woody Woodward,"$425,000 in majors"
"McDowell, Roger",rhp,36,,BAL,CHA,0,$1 ,1997,,,,Ron Shapiro,Jerry Reinsdorf,Ron Schueler,"$500,000 in majors"
"Mitchell, Kevin",of,35,Type B,CIN,CLE,0,$1 ,1997,,,,Joe Sroba,Richard Jacobs,John Hart,"$500,000 in majors"
"Oliver, Joe",c,31,Type A,CIN,CIN,0,$1 ,1997,,,,Boras Corp.,Marge Schott,Jim Bowden,"$300,000 in majors"
"Olson, Gregg",rhp,30,,HOU,MIN,0,$1 ,1997,,,,Jeff Moorad,Carl Pohlad,Terry Ryan,"$400,000 in majors"
"Saberhagen, Bret",rhp-s,33,,COL,BOS,0,$1 ,1997,,,,Dennis Gilbert,JRY Trust,Dan Duquette,"$500,000 in majors"
"Sabo, Chris",3b,35,,CIN,SEA,0,$1 ,1997,,,,Bronner/Gilhooley,Nintendo/America,Woody Woodward,"$150,000 in majors"
"Samuel, Juan",inf,36,,TOR,TOR,0,$1 ,1997,,,"$350,000",,Interbrew SA,Gord Ash,
"Slaught, Don",c,38,Type B,CHA,SDN,0,$1 ,1997,,,,Bronner/Gilhooley,John Moores,Kevin Towers,"$450,000 in majors"
"Smith, Lee",rhp,39,Type B,CIN,MON,0,$1 ,1997,,,,Brian David,Claude Brochu,Jim Beattie,"$400,000 in majors"
"Thompson, Robby",2b,35,Type C,SFN,CLE,0,$1 ,1997,,,,,Richard Jacobs,John Hart,"$600,000 in majors"
"Valle, Dave",c,36,Type C,TEX,OAK,0,$1 ,1997,,,,,Schott / Hofmann,Sandy Alderson,"$355,000 in majors"
"Walton, Jerome",of,31,Type B,ATL,BAL,0,$1 ,1997,,,,Hendricks Sports,Peter Angelos,Pat Gillick,"$400,000 in majors"
,,,,,,,,,,,,,,,
REMAINING FREE AGENTS (15),,,,,,,,,,,,,,,
"Bosio, Chris",rhp-s,34,Type C,SEA,dnp,,,,,,,,,,
"Carreon, Mark",of,33,Type B,CLE,dnp,,,,,,,,,,
"Dawson, Andre",of,42,,FLA,dnp,,,,,,,Richard Moss,,,
"Gross, Kevin",rhp,36,Type B,TEX,dnp,,,,,,,,,,
"Gwynn, Chris",of,32,,SDN,dnp,,,,,,,,,,
"Henneman, Mike",rhp,35,Type A,TEX,dnp,,,,,,,,,,
"Parrett, Jeff",rhp,35,Type B,PHI,dnp,,,,,,,Boras Corp.,,,
"Pena, Alejandro",rhp,38,,FLA,dnp,,,,,,,Reich Katz Landis,,,
"Perez, Melido",rhp,31,,NYA,dnp,,,,,,,Jaime Torres,,,
"Polonia, Luis",of,33,,ATL,dnp,,,,,,,,,,
"Russell, Jeff",rhp,35,Type B,TEX,dnp,,,,,,,,,,
"Smith, Dwight",of,33,,ATL,dnp,,,,,,,,,,
"Smith, Ozzie",ss,42,Type C,SLN,dnp,,,,,,,Dennis Gilbert,,,
"Stillwell, Kurt",ss,32,,TEX,dnp,,,,,,,Boras Corp.,,,
"West, David",lhp,32,,PHI,dnp,,,,,,,,,,
